ID,TEXT,CLASS
4242,"USUARIA REFIERE QUE EL DIA DE MAYO EN SU DOMICILIO INICIA UNA AGRESION PUES ESTANDO CON AGRESOR ELLA AGARRA EL CELULAR DE EL PARA REVISAR LA HORA POR LO QUE AGRESOR SE MOLESTA Y LE RECLAMA ENOJADO QUE NO LO AGARRE. USUARIA REFIERE QUE ELLA LE DICE QUE SE LO VA A REVISAR COMO EL HACE CON ELLA. POR LO QUE INICIA UN FORCEJEO, USUARIA REFIERE QUE AGRESOR LA AGARRA DEL PELO Y LA ESTRUJA, QUE ELLA EN DEFENSA PROPIA LE DA UN GOLPE EN LA CARA LO QUE PROVOCA QUE AGRESOR SE MOLESTE PERO LA SUELTA Y SALEN SUS HIJOS. ELLA LLAMA A LA PATRULLA Y AL ACUDIR HABLARON CON AMBOS. 
REFIERE HABER TENIDO UN CONVENIO EN CENTRO EL CUAL AGRESOR NO RESPETO, REFIERE QUE HAY VIOLENCIA VERBAL HACIA LOS MENORES. 
PRESENTA DENUNCIA.",0
4243,"USUARIA ERFEIERE QUE YA NO QUIERE QUE SU ESPOSO BESTE MAS EN SU CASA YA QUE ALO QUE VA DEL AÑO LE HA QUEBRADO YA TRES CEULARES Y SE LA PASA AGREDIENDOLA VERBALMENTE, MENCIONA QUE ESTAN CASADOS POR BIENES MANCOMUNADOS. ACUDE A JURIDICO Y MINITSERIO PUBLICO.",0
4244,"LA USUARIA DESEA PASARA A LA AREA DEL MINISTERIO PUBLICO PARA DARLE SEGUIMIENTO A SU DENUNCIA Y RENOVAR LA MEDIDA DE PROTECCION ,Y PASARA A LA AREA JURIDICA PARA ASESORIA DE LA GUARDA Y CUSTODIA ELLA DESEA CAMBIARSE DE JUZGADO YA QUE MENCIONA QUE EXITE IRREGULARIDADES, TOMARA TERAPIA PSICOLOGICA GRUPAL",0
4245,"USUARIA FUE NOTIFICADA EL DIA VIERNES POR UNA DEMANDA DE CONVIVENCIAS, DEMANDA EN EL JUZGADO DE LO FAMILIAR.
ACUDE A ASIGNACION DE ABOGADOS Y CONTESTACION DE DEMANDA",0
4246,DENUNCIA A EX ESPOSO POR V. PSICOLOGICA,0
4247,"LA USUARIA REFIERE QUE SU EX PAREJA LA AGREDE VERVALMENTE Y LA AMENAZA CONSTANTEMENTE QUE SE LAS VA APÁGAR, COMENTA LA USUARIA QUE EN OCTUBRE SU EX PAREJA COMENZO A DISCUTIR CON ELLA Y LA TOMO DEL CUELLO, JALONEANDOLA, ELLA COMENTA QUE DESEA PRESENTAR DENUNCIAR.",0
4248,"SOLICITA INICIAR UN PROCESO DE PERDIDA DE PATRIA POTESTAD. 
ESTAN SEPARADOS, DURANTE 13 AÑOS NO HA RECIBIDO PENSION DE ALIMENTO, NI SE HA TENIDO UNA CONVIVENCIA CON EL MENOR.",0
4249,"LA USUARIA DICE QUE NO EXISTEN HECHOS DE VIOLENCIA FISICA NI PSICOLOGICA ELLA DESEA PASAR A LA AREA JURIDICA PARA ASESORIA LEGAL, SOBRE PENSION DE ALIMENTOS DE SU HIJO YA QUE EL HIJO QUE AMBOS PROCREARON TIENE AUTISMO Y RETRASO DE DESARROLLO PSICOMOTOR, TOMARA TERAPIA PSICOLOGICA GRUPAL",0
4250,DENUNCIA A ESPOSO POR V. FISICA Y PSICOLOGICA,0
4251,"LA USUARIA REFIERE QUE SU EX PAREJA LA BUSCA CONSTANTEMENTE EN EL TRABAJO, CASA Y POR LAS DIFERENTES REDES SOCIALES AMENAZANDOLA QUE SI NO REGRESA CON EL EL SE QUITARA LA VIDA, REFIRE LA USUARIA QUE YA NO PUEDE SALIR A NINGUN LADO POR QUE EL LA SIGUE A DONDE VA Y COMIENZA AGREDIR VERVALEMNTE, LA ACOSA CONSTANATEMENTE, LA USUARIA DESEA MEDIDAS DE PROTECION.",0
4252,"USUARIA REFIERE QUE NO SUFRE VIOLENCIA, SOLICITA ASESORIA PARA REALIZAR TRAMITE DE PENSION ALIMENTICIA, SE LE BRINDAN REQUISITOS DE PENSION Y GUARDA Y CUSTODIA, SE LE OFRECEN LOS SERVICIOS DEL CENTRO.",0
4253,"USUARIA REFIERE QUE AGRESOR ES SU EXPAREJA, ULTIMO HECHO EN MAYO, AGRESOR LE SUELTA UN PUÑETAZO EN EL OJO Y DESPUES SE VAN A CONVIVIR CON SUS PAPAS, AGRESOR SE MOLESTA CON USUARIA Y SE VA, AL SIGUENTE DIA USUARIA Y SE VA, AL DIA SIGUENTE USUARIA LO BUSCA Y SE DA CUENTA QUE ESTA DROGADO, AGRESOR ESTA DETENIDO 
USUARIA DESEA DENUNCIAR/ NO HAY HIJOS EN COMUN/ RECIBIO ATENCION MEDICA",0
4254,USUARIA SOLICITA PENSION INTERMACIONAL.,0
4255,"USUARIA REFIERE QUE AGRESOR ES SU ESPOSO, ULTIMO HECHO EN ABRIL, AGRESOR LLEGA DISPUESTO A DARLE EL DIVORCIO, DANDOLE NOMBRE Y DIRECCION DEL SUPUESTO AMANTE, AGRESOR SE NIEGA, AGRESOR ""ERES MAS PUTA QUE LAS PUTAS QUE EL TIENE"" AGRESOR LE DICE QUE QUIERE HACER EL AMOR, USUARIA SE NIEGA, AGRESOR LE DEJA DE HABLAR, USUARIA REFIERE QUE AGRESOR LE RESTRINGE, DINERO, USUARIA ES COMERCIANTE, USUARIA LE DICE QUE LE VA A PELEAR TODO LA MITAD DE LOS BIENES PUES AGRESOR LE DICE QUE VAYAN CON UN NOTARIO PARA DIVORCIARSE",0
4256,REFIERE USUARIA QUE DESEA TOMAR TERAPIA PSICOLOGICA.,0
4257,"USUARIA ACUDE A ASESORIA DE P.A, REFIERE QUE TIENE TRES AÑOS SEPARADA DE AGRESOR, QUE TIENEN UNA HIJA EN COMUN DE 4 AÑOS Y QUE AGRESOR NO PROPORCIONA UNA PENSION CONSTANTE. PUEDE DAR DINERO UNA SEMANA Y DOS SEMANAS NO Y SUCESIVAMENTE. AGRESOR CUENTA CON TRABAJO ESTABLE Y REFIERE QUE AGRESOR TAMPOCO BUSCA CONVIVIR CON LA MENOR. 
PASA A JURIDICO A ENTREGAR PAPELERIA, NO REFIERE HECHOS DE VIOLENCIA",0
4258,"USUARIA REFIERE QUE NO SUFRE VIOLENCIA, MENCIONA TIENE 7 AÑOS SEPARADA APROXIMADAMENTE, SOLICITA ASESORIA PARA REALIZAR TRAMITE DE DIVORCIO Y PENSION ALIMENTICIA, SE LE BRINDAN REQUISITOS Y SE LE OFRECEN LOS SERVICIOS DEL CENTRO.",0
4259,"UNION LIBRE DE 5 AÑOS, EL DIA DE MAYO ALCOHOLIZADO Y LA COMENZO A AGREDIR VERBALMENTE DICIENDOLE QUE YA ANDABA DE PUTA, PORQUE LA VIO HABLANDO POR TELEFONO, DESPUES LE DIO CON EL PUÑO CERRADO EN LA CARA, USUARIA SALE DEL DOMICILIO Y SE VA CON UNA AMIGA, NO LA BUSCO, NI HUBO CONTACTO. USUARIA ACUDIO HOY AL DOMICILIO PERO AGRESOR NO ESTABA, LOGRO SACAR PAPELERIA, 
UNA HIJA EN COMUN, QUIEN VIVE EN OTRO ESTADO CON LOS ABUELOS MATERNOS, DESDE HACE 3 AÑOS. NO DESEA REGRESAR A ESE ESTADO DESEA DENUNCIAR PARA OBTENER UNA MEDIDA DE PROTECCION, MENCIONA NO TIENE REDES DE APOYO N LA CIUDAD, NO CONOCE A NADIE Y NO TIENE DONDE IR, QUIERE SOLICITAR PENSION ALMENTICIA PARA LA HIJA EN COMUN Y RECIBIR ATENCION PSICOLOGICA. REFIRE NO DESEA REGUJIO, YA QUE NECESITA TRABAJAR PARA ENVIAR DINERO A SUS HIJOS",0
4260,"REFIERE USUARIA QUE ELLA DESEA ASESORIA JURIDICA PARA DIVORCIO, YA QUE EL LE ES INFIEL Y TODOS LOS DIAS PELEAN , ELLA YA NO SE SIENTE AGUSTO , SE CANALIZA AL AREA JURIDICA.",0
4261,"USUARIA REFIERE QUE AGRESOR ES SU EXPAREJA, USUARIA REFIERE QUE ULTIMO HECHO FUE EN MAYO, DONDE AMENAZA CON IR A BUSCARLA PARA QUE REGRESE CON EL, QUE ELLA TIENE QUE REGRESAR CON EL. AGRESOR AMENAZA CON HACERLE ALGO SI HABLA CON SUS FAMILIARES, USUARIA REFIERE QUE AGRESOR TENIA CELOS, AGRESOR LE DICE QUE SE CAMBIARA DE RUTA PARA PODER VIGILARLA Y SABER SI SE QUEDA TIEMPO EXTRA, AMENAZA CON SUBIRLA EN FB, LE HA PEDIDO EN DIFERENTES OCASIONES QUE LA DEJE EN PAZ PERO AGRESOR SE NIEGA, AGRESOR LE DICE QUE LAS DEMANDAS NO LE HARAN NADA PORQUE ESTA BIEN PARADO EN FISCALIA",0
4262,"5 AÑOS DE RELACION, SEPARADOS DESDE HACE 1 MES, POR QUE YA NO HABIA CONVIVENCIA NI COMUNICACION SANA USUARIA SE FUE A VIVIR CON SU MADRE.
DESDE HACE 1 MES HAY CONVIVENCIA CON LA MENOR, PERO NO HAY APOYO ECONOMICO. USUARIA ACUDE A SOLICITAR APOYO JURIDICO PARA INICIAR TRAMITE DE PENSION ALIMENTICIA",0
4263,"USUARIA REFIERE QUE SU EX PAREJA AUN LA HOSTIGA Y AMENAZA CON QUE SE VA A MATAR, COMENTA QUE HACE UNA SEMANA SE HAN ESTADO EHIBIENDO FOTOS DE ELLA Y SUS HIJOS HACIENDO PUBLICACIONES , MENCIONA QUE SOSPECHA QUE PUDE SER QUE SU EX PAREJA SEA QUIEN LA EXHIBA. ACUDE A MINISTERIO PUBLICO.",0
4264,"USUARIA REFIERE TENER CUATRO AÑOS SEPARADA, QUE EL ULTIMO HECHO DE VIOLENCIA FUE EL DIA LUNES DE MAYO. AL AGRESOR ACUDIR AL DOMICILIO DE USUARIA A ENTREGAR A LA MENOR HIJA EN COMUN. LE PATEA LA PUERTA A USUARIA, LA AMEDRENTA DICIENDOLE QUE ES UNA IRRESPONSABLE USANDO PALABRAS ALTISONANTES, USUARIA LE CIERRA LA PUERTA AL ESTARLA INSULTANDO Y AGRESOR LA VUELVE A PATEAR Y SE VA CONTRA ELLA TRATANDO DE FORCEJEAR. 
USUARIA PRESENTA DENUNCIA Y SE LE DAN REQUISITOS DE GYC
REFIERE AMENAZAS CON QUITARLE A LA MENOR",0
4265,"US REFIERE QUE EL DIA LUNES DE ABRIL POR LA TARDE ENCONTRANDOSE ENE EL DOM CONYUGAL, EL PR COMENZO A DECIRLE ´¨DIME SI TIENES A OTRO¨¨ ELLA LE DICE QUE NO, EL PR SE MOLESTA LE COMIENZA A OEGAR EN EL BRAZO IZQUIERDO DANDOLE PUÑETAZOS , LA AVIENTA AL PISO Y COMIENZA A DARLE PATADAS EN EL ESTOMAGO,, REFIERE QUE AL MOMENTO DE RECLAMARLE SI ANDABA CON MAS HOMBRES LE QUITO SU CELULAR Y NO SE LO QUERIA ENTREGAR, LA US LOGRA SALIR DOM. ACUDE CON SU VECINO Y SOLICITAN UNA UNIDAD DE SEGURIDAD PUBLICA Y LO DETIENEN..",0
4266,DENUNCIA A EX PAREJA POR V. PSICOLOGICA,0
4267,DENUNCIA A PAREJA POR V. FISICA Y PSICOLOGICA,0
4268,DENUNCIA A PAREJA POR V. PSICOLOGICA,0
4269,DENUNCIA A EX PAREJA POR INCUMPLIMIENTO DE OBLIGACIONES ALIMENTARIAS,0
4270,"ME SEPARE DE AGRESOR EN JUNIO, DESPUÉS DE LA SEPARACIÓN LO BLOQUEE DE REDES SOCIALES, SIN EMBARGO EN JULIO EMPEZÓ A ENVIARME CORREOS ELECTRÓNICOS, SIENDO UN TOTAL DE 5 CORREOS. 
DE OCTUBRE A DICIEMBRE RETOMAMOS NUESTRA RELACIÓN, SIN EMBARGO ME CULPABA DE ARRUINAR NUESTRO MATRIMONIO, POR LO QUE EN DICIEMBRE VOLVIMOS A TERMINAR NUESTRA RELACIÓN. 
AGRESOR CONTINUABA LLAMÁNDOME PARA RETOMAR NUESTRA RELACIÓN, APROXIMADAMENTE ME LLAMABA 4 DÍAS A LA SEMANA, ENTRE 3 Y 6 VECES POR DÍA.",0
4271,"USUARIA REFIERE QUE EL AGRESOR ES UN COMPAÑERO DE LA SECUNDARIA, QUIEN PRETENDIA A LA USUARIA PERO ELLA NO CORRESPONDIA SUS SENTIMIENTOS. QUE AL AGRESOR VER QUE USUARIA CONVERSABA CON OTRO COMPAÑERO SE MOLSTA, LA INTIMIDA Y LE DICE QUE HACKEO SU CELULAR, LE HACIA REFERENCIAS A CONVRSACIONES PRIVADAS CON OTRO COMPAÑERO. LA AMENAZA CON QUE CUIDE A SU FAMILIA, SE CUIDE ELLA Y QUE SU TIO ES FUEÑO DEL PENAL. QUE EL YA HA ESTADO EN LA CARCEL Y NO TENIA MIEDO DE ALGUNA REPRESALIA. USUARIA REFIERE QUE EN UN VIAJE ESCOLAR AGRESOR LA BESO SIN SU CONSENTIMIENTO Y LE TOCO LAS PIERNAS Y LA CINTURA AUN Y CUANDO USUARIA LE PIDIO QUE NO LO HICIERA Y LO ALEJABA DE ELLA. AGRESOR LA AMENAZO CON DEMANDARLA PORQUE A AGRESOR LO CORRIERON DE LA ESCUELA Y DECIA SER POR CULPA DE USUARIA. AGRESOR ES MENOR DE EDAD Y SIEMPRE LE HA MANEJADO A USUARIA AMENAZAS CON DECIR QUE CONOCE GENTE PESADA, LOS DOMICILIOS DE SU FAMILIA, LUGARES DE TRABAJO Y QUE POR MEDIO DE CONTACTOS LE DICEN QUE LA TIENE VIGILADA.
SE CANALIZA A FISCALIA A EL AREA DE MENORES INFRACTORES. EL HOSTIGAMIENTO POR MENSAJES Y LLAMADAS HA SIDO CONSTANTE HACIA USUARIA Y SU MADRE.",0
4272,"EL DIA DE AYER LLEGO MI ESPOSO AL DOMICILIO DONDE ESTABAMOS MI HIJO Y YO. ME INSULTA DICIENDOME ""VAS A VER COMO TE VA "" ""YA SLATE DE LA CASA"" ""TU ME ENGAÑAS"" YO LE PEDIA QUE SE FUERA. MI HIJO LO SACA DE LA CASA PARA DEFENDERME PERO NO HUBO AGRSION FISICA HACIA MI. ""ME DECIA PENDEJA"" ""TE VA A LLEVAR LA VERGA"" ""SI ME METES A LA CARCEL NO SABES COMO TE VA"". ME REITERA QUE ES SU CASA Y ME CORRE, DICIENDOME QUE DONDE ME VEA CON OTRO HOMBRE ME VA A MATAR. DESEO DENUNCIARLO ANTE MINISTERIO PUBLICO MUNIIPAL Y LO DETUVIERON.",0
4273,"EL DIA DE ABRIL ESTABA MI ESPOSO EN LA CASA, EL ES MUY CELOSO Y AHORA QUE CONSUME COCAINA TIENE ALUCINACIONES MUY SEGUIDO. ESTE DIA MARTES ME INSULTA DECIENDOME ""PUTA"" ""VETE DE MI CASA"" ""YA NO TE QUIERO VER"" YO ME FUI CON MIS HIJOS A LA CASA DE MIS PADRES. MI PAREJA ME LLAMA Y ME DICE QUE ME REGRESE A LA CASA, QUE EL SE SALE, PERO YO TENGO MIEDO POR SUS ADICCIONES. LA CASA ES A CREDITO Y ESTAMOS CASADOS YO OCUPO UN LUGAR PARA MIS HIJAS SE ENTREGAN REQUISITOS PARA DIVORCIO",0
4274,"USUARIA REFIERE QUE APROXIMADAMENTE TIENE UN AÑO CON 4 MESES QUE SE SEPARO DE SU PAREJA CON QUIEN PROCREO 2 HIJOS, COMENTA QUE TIENE 1MES Y MEDIO QUE TUVO OTRO BEBE CON SU ACTUAL PAREJA Y DESDE ENTONCES EMPEZO A PONER EXCUSAS PARA NO DARLE DINERO PARA LA MANUTENCION DE SUS 2 HIJOS CON LA USUARIA. ELLA DESEA ASESORIA DE PENSION ALIMENTICIA Y TOMAR TERAPIA PSICOLOGICA.",0
4275,DENUNCIA A ESPOSO POR V. PSICOLOGICA,0
4276,"USUARIA REFIERE QUE COMPARTE DOMICILIO CON SUS ESPOSO, QUE NO TIENEN YA UNA RELACION SENTIMENTAL Y EL YA TIENE OTRA PAREJA POR LO QUE CASI NO ESTA EN EL DOMICILIO. CUANDO ESTA AHI LA AMEDRENTA, LA CORRE Y LE HABLA MALDICIONES, QUE HACE UNA SEMANA LA GOLPEO Y AMENAZA CON QUITARLE A SUS HIJOS.",0
4277,"USUARIA REFIERE QUE ULTIMO HECHO DE VIOLENCIA FUE EN MAYO AGRESOR ES DU EX ESPOSO, AGRESOR LE ESTA LLAMADO TODO EL TIEMPO, DE DIFERENTES NUMEROS CON LA INTECCION DE ""CERRAR CICLOS"" 
EN ABRIL AGRESOR ACUDE BORRACHO AL DOMICILIO DE USUARIA CON LA INTENCION DE HABLAR CON ELLA, USUARIA ACCEDE A VERLO EN EL DOMICILIO DEL AGRESOR POR MIEDO, AL ENTRAR LE OFRECE UN VASO DE AGUA Y USUARIA COMIENSA A SENTIRSE MAL Y LA GABA DICEINDO INCOHERENCIAS Y LE MANDA VIDEO AL ACTUAL PAREJA.
USUARIO REFIERE QUE TEME POR SU SEGUIRDAD Y QUE LA EXHIBA EN REDES SOCIALES, POR NO ACCEDER A SUS CHANTAJES. 
USUARIA DESEA DENUNCIAR/ MEDIDA DE PROTECION/ NO DESEA PASAR PSICOLOGIA",0
4278,"USUARIA REFIERE QUE AGRESOR ES SU EXPAREJA, ULTIMO HECHO EN MAYO, DESPUES DE UN DIA DE INSULTOS Y AGRESIONES AGRESOR REGRESA PARA INTENTAR ARREGLARLO, AL VER LA NEGATIVA DE USUARIA AGRESOR LA INSULTA ""NO HACES NADA, NO ME ATIENDES, CHINGAS A TU MADRE, NO TE VOY A DAR DINERO Y TE VOY A QUITAR A LA NIÑA""
TRES DIAS DESPUES AGRESOR ACUDE AL DOMICILIO DE USUARIA PARA RECOGER SUS COSAS LLEVANDO A SU PAPA, AGRESOR LA AMENAZA Y SE ENCUENTRA RONDANDO EL DOMICILIO DE USUARIA",0
4279,"USUARIA ACUDE PUES EL DIA DE MAYO SE DA CUENTA QUE LA SUBIERON A FACEBOOK ""LAS MAS PUTAS DE CIUDAD"" EN DONDE UN MIEMBRO ANONIMO EXHIBE UNA FOTO DE ELLA OFRECIENDO SERVICIOS DE SEXO ORAL, USUARIA LLAMA A SUS CONOCIDOS PARA REPORTAR LA CUENTA PERO NO HAN BAJADO LA PUBLICACION.",0
4280,"USUARIA REFIERE QUE EL DIADE HOY EN MAYO ELLA SE ENCONTRABA EN SU DOMICILIO CONYUGAL,AL VER QUE SU PAREJA NO LLEGABA AL DOMICILIO, ELLA COMENZO A MARCARLE A SU PAREJA PARA SABER DONDE ESTABA YA QUE TENIA BASTANTE TIEMPO SIN SABER DE EL, DECIDIO HABLARLE A UNA AMIGA PARA QUE LE HICIERA COMPAÑIA EN LO QUE ESPERABA A QUE LLEGARA SU PAREJA, LA AMIGA LLEGO AL DOMICILIO JUNTO CON SU PAREJA EN LA MADRUGADA PASA EL TIEMPO Y LA USUARIA DECIDE HABLARLE A UN PRIMO DE SU PAREJA PARA PREGUNTARLE SI SABIA ALGO DE EL, POR LA MAÑANA LLEGA A SU DOMICILIO UN CARRO EL CUAL ERA DEL PRIMO QUIEN LLEVABA A LA PAREJA DE LA USUARIA AL DOMICILIO.
CUANDO EL SE BAJA LE EMPIEZA A GRITAR ""PORQUE ESTAS CON ELLA, ERES DESLEAL "" UNOS VECINOS SE METIERON A DECIRLE QUE SE CALMARA PORQUE ESTABA GRITANDO LA AMIGA "" LE EMPEZO A DECIR YA YA "", UN VECINO SE EMPIEZA A PELEAR CON LA PAREJA DE LA USUARIA, ELLA SE METE A SEPARARLOS TOPO CON UNA PLACA SE RASPA, LA MUERDE UN PERRO, SU PAREJA LA JALONEA DEL CABELLO. 
LA AMIGA SE VA PORQUE LE QUERIA HABLAR A LA PATRULLA, EL PRIMO SE ACERCA Y LE QUITA SU CELULAR Y SE VA. LA UNIDAD DE DSPM ARRIBO AL DOMICILIO EMPIEZAN A DIALOGAR, ELLA LE HABLA A SU MAMA PORQUE SUS HIJOS ESTABAN SOLOS, LA MAMA LLEGA Y EMPIEZA A RECLAMARLE A ELLA PORQUE SU PAREJA ESTABA ALCOHOLIZADA. LA PATRULLA SE LLEVA A LA PAREJA Y ES PUESTO A DISPOSICION DE MINISTERIO PUBLICO.",0
4281,"USUARIA MENCIONA QUE TUVO UNA SEPARACION CON SU PAREJA Y COMENTA QUE DIFUNDIO SU SEPARACION CON UNA PERSONA CONOCIDA YA QUE ES UN INFORMADOR QUIEN HA DIFUNDIDO SUS FOTOS Y CONVERSACIONES QUE TENIA CON LA OTRA PERSONA CON LA QUE LE FUE INFIEL A SU EX PAREJA, ADEMAS DE BENEFICIARSE CON SUS HIJOS YA QUE HAN TENIDO MUCHA VIRALIDAD EN LAS REDES SOCIALES Y LE HAN DANDO REGALIAS AL EX PAREJA DE LA USUARIA, ASI MISMO TRASMI8TIENDO EN VIVOS DNDE APARECEN SUS HIJOS. ACUDE A MINISTERIO PUBLICO.",0
4282,"USUARIA TIENE 17 AÑOS CASADA, DOS HIJOS EN COMUN CON SU ESPOSO CON QUIEN HA VIVIDO VIOLENCIA PSICOLOGICA, VERBAL Y FISICA POR CONDUCTAS MACHISTAS DE SU ESPOSO, DESDE HACE DOS SEMANAS HA IDO EN AUMENTO LA VIOLENCOA ´PSICOLOGICA, REFIERE QUE DEJA DE HABLARLE, NO LA CONSIDERA PARA LAS DECISIONES SOBRE SUS HIJAS, MINIMIZA LAS EMOCIONES DE USUARIA Y ADEMAS LA CULPABILIZA DE TODO. EL ULTIMO HECHO SE PRESENTO EL DIA DE MAYO POR LA NOCHE, REFIERE QUE AMBOS SE ENCONTRABAN EN EL DOMICILIO CONYUGAL, USUARIA DISCUTE CON EL POR LA CUESTION ECONOMICA PORQUE EL LA LIMITA CON LOS GASTOS, SU ESPOSO SE PUSO AGRESIVO Y EMPIEZA A OFENDERLA DICE QUE USUARIA QUIERE EL DINERO PARA IRSE A HOTELES CON HOMBRES, LA ESTUVO INSULTANDO DICIENDO ESTAS LOCA Y SE ESTUVO BURLANDO, POSTERIORMENTE LA SUJETO BRAZO PARA ESTRUJARLA, TAMBIEN INTENTO QUEMARLA EN LA MANO CON UN CIGARRO, DESPUES DE LA AGRESION SU ESPOSO SE RETIRO DEL DOMICILIO CONYUGAL CON SUS PERTENENCIAS. USUARIA ACUDE SOLICITANDO EL APOYO PARA PRESENTAR DENUNCIA CORRESPONDIENTE, SE CANALIZA A MP Y SE BRINDA PLAN DE SEGURIDAD. CITA A PSICOLOGIA",0
4283,DENUNCIA A ESPOSO POR V. FISICA Y PSICLOGICA,0
4284,"USUARIA RFEIERE QUE EL DIA AYER POR LA TARDE RECIBIO UNA LLAMADA DE LA MAMA DE UNA AMIGA YA QUE HABIA MUCHA MOVILIDAD POLICIACA Y ELLA SE ACERCO Y VERIFICA QUE TODO ESTE BIEN Y SU AMIGA QUIEN ES SORDA Y MUDA ESTABA PIDIENDO AYUDA Y ELLA LE DICE AL ESPOSO QUE ERA LO QUE ESTABA PASANDO Y LOS POLICIAS ENTRAN A LA CASA Y ESPOSO DE SU AMIGA LA AGREDIO YA QUE FORCEJEARON LA EMPUJO YA QUE EL AGRESOR QUIZO DARSE A LA HUIDA CUANDO LO DETIENEN LOS POLICIAS.CABE RESALTAR QUE LA VICTIMA, NO QUIERE DENUNCIAR YA QUE ELLA TIENE MUCHO MIEDO Y SU AMIGA QUIEN FUE TESTIGO Y ETUVO PRESENCIANDO LOS HECHOS ES QUIEN DENUNCIA, ASI MISMO PASA A FIRMAR NO DENUCINCIA LA VICTIMA. ACUDE A MINISTERIO PUBLICO.",0
4285,"USUARIA REFIERE TENER YA UNOS MESES VIVIENDO VIOLENCIA PSICOLOGICA POR PARTE DE SU ESPOSO, QUE REGULARMENTE ESTAS AGRESIONES SE DAN POR CELOS Y QUE LA INSULTA DICIENDOLE QUE ES UNA PUTA, QUE TIENE AMANTES Y QUE ANDA DE MAS. LA HA OBLIGADO MULTIPLES VECES A TENER RELACIONES SEXUALES Y USUARIA REFIERE QUE EL ULTIMO HECHO FUE EN MAYO POR LA NOCHE, ESTANDO EN SU DOMICILIO AGRESOR LA EMPIEZA A AMEDRENTAR FRENTE A SUS HIJOS, LE DICE QU ES UNA PUTA Y QUE DE SEGURO TIENE AMANTES, LA AMENAZA CON CORRERLA, LA EMPUJA, LE DICE QUE YA NO QUIERE QUE TRABAJE Y REFIERE NINGUNO DE SUS HIJOS HIZO INTENTO POR DEFENDERLA. USUARIA NO SABE SI DEJAR EL DOMICILIO Y ACUDE A ASESORARSE.
PRESENTA DENUNCIA, SE LE DAN REQUISITOS DE DIVORCIO Y PASA A PSICOLOGIA.",0
4286,"ME SEPARE DE MI EX PAREJA HACE 10 AÑOS YA QUE ME EJERCÍA VIOLENCIA FÍSICA Y PSICOLÓGICA CONSUMÍA PASTILLAS A LO CUAL POR MI SEGURIDAD Y LA DE MI HIJO MENOR DECIDÍ TERMINAR LA RELACIÓN AUN Y TERMINANDO LA RELACIÓN CONTINUABA EJERCIÉNDOME VIOLENCIA POR LO CUAL INTERPUSE UNA DENUNCIA, MI EX PAREJA DESDE NUESTRA SEPARACIÓN NO CUMPLÍA CON LA MANUTENCIÓN DE NUESTRO MENOR HIJO YA QUE LO ANEXARON DURANTE VARIOS MESES EN LA CIUDAD A LO CUAL LLEGAMOS A UN CONVENIO CON MI SUEGRA DE QUE POR EL MOMENTO ELLA SE HARÍA CARGO DE LA PENSIÓN ALIMENTICIA DE MI MENOR HIJO.
ACTUALMENTE MI EX PAREJA NO ES CONSTANTE CON LA PENSIÓN ALIMENTICIA DE NUESTRO MENOR HIJO YA QUE ME LO DEPOSITA CADA MES EN DEPOSITARME LA CANTIDAD DE $200 PESOS, CUANDO SE LO HE SOLICITADO LO ÚNICO QUE ME DICE ES “NO DESPUÉS TE LO DOY YA CUANDO TENGA DINERO PORQUE NO TRAIGO”, O SE CAMBIA MUCHO DE TRABAJO, RECIENTEMENTE LE PAGARON LAS UTILIDADES DE LOS CUALES NO ME DEPÓSITO PARA LOS GASTOS DE NUESTRO MENOR HIJO.",0
4287,"USUARIA REFIERE TENER UN MES SEPARADA DE AGRESOR, CON QUIEN ESTA CASADA, REFIERE QUE EN ESTE MES SEPARADOS AGRESOR SOLO LE PROPORCIONO MANDADO LA QUINCENA PASADA. QUE AGRESOR HA TENIDO CONVIVENCIAS CADA FIN DE SEMANA. QUE AGRESOR NO QUIERE PROPORCIONAR PENSION ALIMENTICIA EN MONEDA, QUE PREFIERE DARLE EL A USUARIA LAS COSAS QUE EL MENOR EN COMUN VAYA NECESITANDO. USUARIA REFIERE AGRESOR ES POLICIA Y STA TRABAJANDO COMO GUARDA ESPALDAS
REFIERE NO TENER HECHOS DE VIOLENCIA 
SE LE DAN REQUISITOS DE P.A",0
4288,ACUDE AL AREA DE PSICOLOGIA.,0
